Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;Zona;Provincia;Ciudad;Edificio;Tipo de unidad;Codigo de Red;NOTAS;EXCEPCIONES ALERTAS;Last meter
On;RedEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303620;10.55.177.51;Kyocera;ECOSYS M3550idn;LSN7637858;6-CORDOBA-CORDOBA-CTP-1409394;;957204003 - RESPONSABLE OFICINA 1409394 - jefe_ctp.cordoba@correos.com;;CODIGO DE RED:1409394/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:OFICINA/LOCALIZACION DESTINO:CORDOBACTP/DIRECCION:AV_LA_TORRECILLA_S_N_POLÍGONO_LA_TORRECILLA/LOCALIDAD:CORDOBA/PROVINCIA:CORDOBA;0;6;CORDOBA;CORDOBA;0;CTP;1409394;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303587;10.55.36.27;Kyocera;ECOSYS P3055dn;VLW7651270;4-ALBACETE-ALBACETE-JP-200001;;967550405 - RESPONSABLE OFICINA 0200001 - Jefe_CTP.Albacete@correos.com;;CODIGO DE RED:200001/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:2ª PT/LOCALIZACION DESTINO:JEF._PROV._ALBACETE/DIRECCION:ROSARIO, 53/LOCALIDAD:ALBACETE/PROVINCIA:ALBACETE;0;4;ALBACETE;ALBACETE;0;JP;200001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0312163;10.57.26.103;Kyocera;ECOSYS P3055dn;VLW7548818;4-MADRID-MADRID-CCP-2807896;;913964309 - SECRETARÍA CHAMARTIN 2807896 - ;;CODIGO DE RED:2807896/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:CERTIFICADOS/LOCALIZACION DESTINO:JEFATURA_C.C.P._CHAMARTIN/DIRECCION:C/ HIEDRA S/N/LOCALIDAD:MADRID/PROVINCIA:MADRID;149;4;MADRID;MADRID;0;CCP;2807896;;;09/11/2019
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0312164;10.57.26.108;Kyocera;ECOSYS P3055dn;VLW7548807;4-MADRID-MADRID-CCP-2807896;;913964309 - SECRETARÍA CHAMARTIN 2807896 - ;;CODIGO DE RED:2807896/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:CERTIFICADOS/LOCALIZACION DESTINO:JEFATURA_C.C.P._CHAMARTIN/DIRECCION:C/ HIEDRA S/N/LOCALIDAD:MADRID/PROVINCIA:MADRID;149;4;MADRID;MADRID;0;CCP;2807896;;;09/11/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303644;10.55.248.60;Kyocera;ECOSYS P3055dn;VLW7651193;2-VIZCAYA-BILBAO-AULA-4802696;;944709338 - RESPONSABLE OFICINA 4802696 - OP.BILBAO@CORREOS.COM;;Codigo de red:4802696/Persona de Contacto:RESPONSABLE_OFICINA/Departamento:AULA_IRIS/Localizacion Destino:AULA_IRIS_(BILBAO)/Direccion:C/_GARCÍA_SALAZAR,_20/Localidad:BILBAO/Provincia:VIZCAYA;0;2;VIZCAYA;BILBAO;0;AULA;4802696;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302648;10.57.207.191;Kyocera;TASKalfa 3252ci;W2S7623350;3-BARCELONA-BARCELONA-JP-0800001;;934868254 - MONTSE REDONDO 0800001 - montse.redondo@correos.com;;CODIGO DE RED:800001/PERSONA DE CONTACTO:Montse Redondo/DEPARTAMENTO:DIRECTOR ZONA/LOCALIZACIÓN DESTINO:BARCELONA JP/DIRECCION:Plaza Antonio López s/n, 1ª planta, puerta 1/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;03;BARCELONA;BARCELONA;0;JP;800001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303496;10.55.224.21;Kyocera;ECOSYS M3550idn;LSN7636317;3-TARRAGONA-TARRAGONA-JP-4300001;;977251944 - HELIODORO DEL CASTILLO 4300001 - heliodoro.delcastillo@correos.com;;CODIGO DE RED:4300001/PERSONA DE CONTACTO:ARMANDO LASHERAS MARTÍNEZ/DEPARTAMENTO:BUROCRATICOS 2ª PLANTA/LOCALIZACION DESTINO:JP_TARRAGONA/DIRECCION:PÇA CORSINI S/N/LOCALIDAD:TARRAGONA/PROVINCIA:TARRAGONA;0;3;TARRAGONA;TARRAGONA;0;JP;4300001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302645;10.57.207.193;Kyocera;ECOSYS M3550idn;LSN7842881;3-BARCELONA-BARCELONA-JP-0800001;;934868132 - ANTONIO AGUILAR 0800001 - fernando.hernandez.marin@correos.com;;Codigo de red:800001/Persona de Contacto:VICENC IBAÑEZ/Departamento:COMUNICACIONES 1ª planta puerta 6/Localizacion Destino:JP BARCELONA/Direccion:VÍA LAYETANA 1, 1ª PLANTA/Localidad:BARCELONA/Provincia:BARCELONA;0;3;BARCELONA;BARCELONA;0;JP;800001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0312038;10.55.120.12;Kyocera;ECOSYS P3055dn;VLW7548281;2-CANTABRIA-SANTANDER-JP-3900001;;942365510 - FELIPE AMIGO 3900001 - ;;Codigo de red:3900001/Persona de Contacto:Felipe Amigo/Departamento:Centro Medico Externo/Localizacion Destino: JEF._PROV._SANTANDER/Direccion:ALFONSO XIII, S/N/Localidad:SANTANDER/Provincia:CANTABRIA;66;2;CANTABRIA;SANTANDER;0;JP;3900001;;;31/01/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303554;10.55.176.14;Kyocera;ECOSYS P3055dn;VLW7549304;6-CORDOBA-CORDOBA-JP-1400001;;957496351 - BELEN PRIETO 1400001 - belen.prieto@correos.com;;Codigo de red:1400001/Persona de Contacto:Belén Prieto/Departamento:RRHH/Localizacion destino:JEF._PROV._CÓRDOBA/Direccion:CRUZ CONDE, 15. 1ª PLANTA/Localidad:CORDOBA/Provincia:CORDOBA;0;6;CORDOBA;CORDOBA;0;JP;1400001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302990;10.56.54.29;Kyocera;ECOSYS M3550idn;LSN7636639;6-SEVILLA-SEVILLA-PPOSTAL-4106996;;954589049 - JOAQUIN TORRES GARNACHO 4106996 - alfonso.moyano@correos.com;;Codigo de red:4106996/Persona de Contacto:ALFONSO MOYANO SALADO/Departamento:MEDIOS DE TRANSPORTE/Localizacion Destino:PABELLON POSTAL SANTA JUSTA/Direccion:AV KANSAS CITY PABELLON SANTA JUSTA/Localidad:SEVILLA/Provincia:SEVILLA;0;6;SEVILLA;SEVILLA;0;UR;4108096;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302647;10.57.207.198;Kyocera;ECOSYS M3550idn;LSN7842880;3-BARCELONA-BARCELONA-JP-0800001;;934868395 - SANTIAGO FERNANDEZ 0800001 - santiago.fernandez.guerreiro@correos.com;;CODIGO DE RED:800001/PERSONA DE CONTACTO:Santiago Fernandez/DEPARTAMENTO:COMERCIAL/LOCALIZACIÓN DESTINO:BARCELONA JP/DIRECCION:Plaza Antonio López s/n, 2ª planta/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;03;BARCELONA;BARCELONA;0;JP;800001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0302646;10.57.207.194;Kyocera;ECOSYS M3550idn;LSN7842876;3-BARCELONA-BARCELONA-JP-0800001;;934868029 - MARIA MORQUILLAS 0800001 - maria.morquillas@correos.com;;CODIGO DE RED:800001/PERSONA DE CONTACTO:Maria Morquillas/DEPARTAMENTO:LOGISTICA - TRANSPORTES/LOCALIZACIÓN DESTINO:BARCELONA JP/DIRECCION:Plaza Antonio López s/n, 1ª planta, puerta 4/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;112;03;BARCELONA;BARCELONA;0;JP;800001;;;16/12/2019
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303495;10.55.224.24;Kyocera;TASKalfa 356ci;V7C7810837;3-TARRAGONA-TARRAGONA-JP-4300001;;977211165 - JOSE AVILA CAPARROS 4300001 - jose.avila.caparros@correos.com;;CODIGO DE RED:4300001/PERSONA DE CONTACTO:JOSE ÁVILA CAPARROS/DEPARTAMENTO:COMERCIAL/LOCALIZACION DESTINO:JP TARRAGONA/DIRECCION:PLAZA CORSINI S/N/LOCALIDAD:TARRAGONA/PROVINCIA:TARRAGONA;0;3;TARRAGONA;TARRAGONA;0;JP;4300001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303573;10.55.144.21;Kyocera;ECOSYS M3550idn;LSN7637146;6-JAEN-JAEN-JP-2300001;;953245260 - ANTONIO ROMERO MEJIAS 2300001 - antonio.romero@correos.com;;CODIGO DE RED:2300001/PERSONA DE CONTACTO:ANTONIO ROMERO MEJIAS/DEPARTAMENTO:TECNOLOGIA/LOCALIZACION DESTINO:JEF._PROV._JAÉN/DIRECCION:PLAZA DE LOS JARDINILLOS, S/N/LOCALIDAD:JAEN/PROVINCIA:JAEN;0;6;JAEN;JAEN;0;JP;2300001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312108;10.28.109.100;Kyocera;ECOSYS M3550idn;LSN7637185;CD-MADRID-MEJORADA DEL CAMPO-ALMACEN-2855594;;916683015/646460894 - JOSE MARIA PEREZ MARTIN 2855594 - jose.perez.martin@correos.com;;CODIGO DE RED:2855594/PERSONA DE CONTACTO:JOSE MARIA PEREZ MARTIN/DEPARTAMENTO:ALMACEN CENTRAL DE MEJORADA/LOCALIZACION DESTINO:ALMACEN CENTRAL DE MEJORADA/DIRECCION:C/ DUERO, 6/LOCALIDAD:MEJORADA_DEL_CAMPO/PROVINCIA:MADRID;0;CD MADRID;MADRID;MEJORADA DEL CAMPO;0;ALMACEN;2855594;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312091;10.28.109.25;Kyocera;ECOSYS M3550idn;LSN7637175;CD-MADRID-MEJORADA DEL CAMPO-ALMACEN-2855594;;646460894 - JOSE MARIA PEREZ MARTIN 2855594 - jose.perez.martin@correos.com;;CODIGO DE RED:2855594/PERSONA DE CONTACTO:JOSE MARIA PEREZ MARTIN/DEPARTAMENTO:ALMACEN GENERAL COMPRAS/LOCALIZACION DESTINO:ALMACEN CENTRAL DE MEJORADA/DIRECCION:C/ DUERO, 6/LOCALIDAD:MEJORADA_DEL_CAMPO/PROVINCIA:MADRID;0;CD MADRID;MADRID;MEJORADA DEL CAMPO;0;ALMACEN;2855594;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303574;10.55.144.25;Kyocera;ECOSYS M3550idn;LSN7637848;6-JAEN-JAEN-JP-2300001;;953247804 - MIGUEL ANGEL POUSIBET 2300001 - miguel.pousibet@correos.com;;CODIGO DE RED:2300001/PERSONA DE CONTACTO:MIGUEL ANGEL POUSIBET/DEPARTAMENTO:MÉDICO/LOCALIZACION DESTINO:JEF._PROV._JAÉN/DIRECCION:PLAZA DE LOS JARDINILLOS, S/N/LOCALIDAD:JAEN/PROVINCIA:JAEN;0;6;JAEN;JAEN;0;JP;2300001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312099;10.100.3.56;Kyocera;ECOSYS M3550idn;LSN7841284;CD-MADRID-MADRID-D3-9113998;;628724261 - VICTORIA CRESPO GUTIERREZ 9113998 - Victoria.crespo@correos.com;;CODIGO DE RED:9113998/PERSONA DE CONTACTO:Victoria Crespo Gutierrez/DEPARTAMENTO:1ºPLANTA/LOCALIZACIÓN DESTINO:MUSEO POSTAL DE ARAVACA/DIRECCION:C/ Tapia de Casariego, 6 /LOCALIDAD:MADRID/PROVINCIA:MADRID;0;CD;MADRID;MADRID;0;CD;9113998;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303353;10.56.48.198;Kyocera;ECOSYS M3550idn;LSN7636028;6-SEVILLA-SEVILLA-SUC-4107894;;954615695 - RESPONSABLE OFICINA 4107894 - suc1.sevilla@correos.com;;CODIGO DE RED:4107894/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:BANCORREOS/LOCALIZACION DESTINO:SUC_1_PUERTO/DIRECCION:AV_RAZA_4/LOCALIDAD:SEVILLA/PROVINCIA:SEVILLA;0;6;SEVILLA;SEVILLA;0;SUC;4107894;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312068;10.55.216.6;Kyocera;ECOSYS M3550idn;LSN7740980;4-TOLEDO-TOLEDO-OP-4500010;;925284437 - RESPONSABLE OFICINA 4500010 - OP.TOLEDO@CORREOS.COM;;CODIGO DE RED:4500010/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACION DESTINO:OP._TOLEDO_OP_4/DIRECCION:PLATA, 1/LOCALIDAD:TOLEDO/PROVINCIA:TOLEDO;0;5;TOLEDO;TOLEDO;0;OP;4500010;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302952;10.56.0.115;Kyocera;TASKalfa 356ci;V7C7710525;1-PONTEVEDRA-PONTEVEDRA-JP-3600001;;986868432 - RESPONSABLE OFICINA 3600001 - tecnologia.zona1@correos.com;;CODIGO DE RED:3600001/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:2º PT/LOCALIZACION DESTINO:JEF._PROV._PONTEVEDRA/DIRECCION:OLIVA, 19-21/LOCALIDAD:PONTEVEDRA/PROVINCIA:PONTEVEDRA;0;1;PONTEVEDRA;PONTEVEDRA;0;JP;3600001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303476;10.55.248.135;Kyocera;ECOSYS P3055dn;VLW7651266;2-VIZCAYA-BILBAO-UR-4808596;;944249175 - RESPONSABLE OFICINA 4808596 - UR1BILBAO.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4808596/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACION DESTINO:BILBAO_UR_01_(SUC_05)/DIRECCION:ALAMEDA DE MAZARREDO, 12/LOCALIDAD:BILBAO/PROVINCIA:VIZCAYA;0;2;VIZCAYA;BILBAO;0;UR;4808596;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302782;10.55.96.6;Kyocera;ECOSYS M3550idn;LSN7636496;4-CIUDAD REAL-CIUDAD REAL-OP-1300010;;926274678 - DIRECTOR OFICINA 1300010 - OP.CIUDADREAL@CORREOS.COM;;CODIGO DE RED:1300010/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACION DESTINO:OP._CIUDAD_REAL/DIRECCION:PL._CONSTITUCION,_4/LOCALIDAD:CIUDAD_REAL/PROVINCIA:CIUDAD REAL;0;4;CIUDAD REAL;CIUDAD REAL;0;OP;1300010;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303354;10.56.48.199;Kyocera;ECOSYS M3550idn;LSN7636266;6-SEVILLA-SEVILLA-SUC-4107894;;954615695 - RESPONSABLE OFICINA 4107894 - suc1.sevilla@correos.com;;CODIGO DE RED:4107894/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACION DESTINO:SUC_1_PUERTO/DIRECCION:AV_RAZA_4/LOCALIDAD:SEVILLA/PROVINCIA:SEVILLA;0;6;SEVILLA;SEVILLA;0;SUC;4107894;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303461;10.58.249.136;Kyocera;ECOSYS P3055dn;VLW7547535;2-ALAVA-VITORIA GASTEIZ-USE-0104996;;945154696 - RESPONSABLE OFICINA 0104996 - USE01.VITORIA@CORREOS.COM;;CODIGO DE RED:104996/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:USE/LOCALIZACION DESTINO:VITORIA_USE_1/DIRECCION:LUZURIO, S/N - POLÍGONO JUNDIZ/LOCALIDAD:VITORIA-GASTEIZ/PROVINCIA:ALAVA;0;2;ALAVA;VITORIA GASTEIZ;0;USE;104996;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303735;10.57.212.106;Kyocera;ECOSYS P3055dn;VLW7651423;5-VALENCIA-VALENCIA-JP-4600001;;963102376 - RESPONSABLE OFICINA 4600001 - ;;Codigo de red:4600001/Persona de Contacto:RESPONSABLE_OFICINA/Departamento:SSMM/Localizacion Destino:JEFATURA PROVINCIAL VALENCIA/Direccion:PLAZA AYUNTAMIENTO, 24/Localidad:VALENCIA/Provincia:VALENCIA;0;5;VALENCIA;VALENCIA;0;JP;4600001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303889;10.56.0.19;Kyocera;ECOSYS P3055dn;VLW7549553;1-PONTEVEDRA-VIGO-UR-3604196;;986441350 - RESPONSABLE OFICINA 3604196 - UR1VIGO.PONTEVEDRA@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3604196/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:REPARTO/LOCALIZACION DESTINO:VIGO_UR_01/DIRECCION:PZ._DE_COMPOSTELA,_3/LOCALIDAD:VIGO/PROVINCIA:PONTEVEDRA;0;1;PONTEVEDRA;VIGO;0;UR;3604196;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0302866;10.55.3.250;Kyocera;ECOSYS P3055dn;VLW7547639;2-ZARAGOZA-ZARAGOZA-UR-5024394;;976483917 - RESPONSABLE ALMACEN 5000001 - ;;CODIGO DE RED:5024394/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:OFICINA/LOCALIZACION DESTINO:ZARAGOZA_UR_06_(SUC_08)/DIRECCION:GABRIEL_GARCIA_MARQUEZ,_6/LOCALIDAD:ZARAGOZA/PROVINCIA:ZARAGOZA;511;2;ZARAGOZA;ZARAGOZA;0;UR;5024394;;;12/11/2018
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303884;10.56.0.20;Kyocera;ECOSYS M3550idn;LSN7635967;1-PONTEVEDRA-REDONDELA-OT-3680001;;986441350 - RESPONSABLE OFICINA 3604196 - UR1VIGO.PONTEVEDRA@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3680001/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:VENTANILLA/LOCALIZACION DESTINO:REDONDELA/DIRECCION:CASTO_SAMPEDRO_8/LOCALIDAD:REDONDELA/PROVINCIA:PONTEVEDRA;0;1;PONTEVEDRA;REDONDELA;0;OT;3680001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302239;10.57.26.106;Kyocera;ECOSYS M3550idn;LSN7635980;4-MADRID-MADRID-USE-2822796;;913964344 - RESPONSABLE UNIDAD 2822796 - secretariachamartin.madrid@correos.com;;Codigo de red:2822796/Persona de Contacto:RESPONSABLE_OFICINA/Departamento:USE13/Localizacion Destino:MADRID USE 13/Direccion:AVDA PIO XII, 108/Localidad:MADRID/Provincia:MADRID;0;4;MADRID;MADRID;0;USE;2822796;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312045;10.55.20.51;Kyocera;TASKalfa 356ci;V7C7710515;1-AVILA-AVILA-JP-500001;;920353105 - TERESA DE JESUS JIMENEZ 0500001 - teresa.jimenez@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:0500001/PERSONA DE CONTACTO:TERESA DE JESÚS JIMÉNEZ / AREA COMERCIAL/DEPARTAMENTO:GENERAL 3. ADMISION/LOCALIZACION DESTINO:JEF PROV AVILA/DIRECCION:PLAZA DE LA CATEDRAL, 2/LOCALIDAD:AVILA/PROVINCIA:AVILA;0;1;AVILA;AVILA;0;JP;500001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0312043;10.55.20.50;Kyocera;ECOSYS M3550idn;LSN7841855;1-AVILA-AVILA-JP-500001;;920353105 - TERESA DE JESUS JIMENEZ 0500001 - teresa.jimenez@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:0500001/PERSONA DE CONTACTO:TERESA DE JESÚS JIMÉNEZ / AREA COMERCIAL/DEPARTAMENTO:GENERAL 1. ADMISION/LOCALIZACION DESTINO:JEF PROV AVILA/DIRECCION:PLAZA DE LA CATEDRAL, 2/LOCALIDAD:AVILA/PROVINCIA:AVILA;329;1;AVILA;AVILA;0;JP;500001;;;13/05/2019
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0302238;10.55.171.77;Kyocera;ECOSYS P3055dn;VLW7548817;2-ZARAGOZA-ZARAGOZA-UR-5024394;;976510581 - RESPONSABLEOFICINA - UR6.ZARAGOZA@CORREOS.COM;;CODIGO DE RED:5024394/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:PC/LOCALIZACIÓN DESTINO:ZARAGOZA UR 6/DIRECCION:GABRIEL GARCIA MARQUEZ, 6/LOCALIDAD:ZARAGOZA/PROVINCIA:ZARAGOZA;133;2;ZARAGOZA;ZARAGOZA;0;UR;5024394;;;25/11/2019
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302660;10.57.207.192;Kyocera;ECOSYS P3055dn;VLW7651207;3-BARCELONA-BARCELONA-JP-0800001;;934868254 - MONTSE REDONDO 0800001 - montse.redondo@correos.com;;CODIGO DE RED:800001/PERSONA DE CONTACTO:Montse Redondo/DEPARTAMENTO:DIRECTOR ZONA/LOCALIZACIÓN DESTINO:BARCELONA JP/DIRECCION:Plaza Antonio López s/n, 1ª planta/LOCALIDAD:BARCELONA/PROVINCIA:BARCELONA;0;03;BARCELONA;BARCELONA;0;JP;800001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312065;10.57.82.69;Kyocera;ECOSYS M3550idn;LSN7740992;4-MADRID-MADRID-UR-2832896;;913962089 - ESTHER AMELIN 2832896 - UR42.MADRID@CORREOS.COM;;CODIGO DE RED:2832896/PERSONA DE CONTACTO:ESTHER AMELIN/DEPARTAMENTO:REPARTO/LOCALIZACIÓN DESTINO:MADRID UR 42/DIRECCION:TROPICO, 8/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;4;MADRID;MADRID;0;UR;2832896;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303477;10.55.248.136;Kyocera;ECOSYS P3055dn;VLW7651265;2-VIZCAYA-BILBAO-UR-4808596;;944249175 - RESPONSABLE OFICINA 4808596 - UR1BILBAO.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4808596/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACION DESTINO:BILBAO_UR_01_(SUC_05)/DIRECCION:ALAMEDA DE MAZARREDO, 12/LOCALIDAD:BILBAO/PROVINCIA:VIZCAYA;0;2;VIZCAYA;BILBAO;0;UR;4808596;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303734;10.57.212.105;Kyocera;ECOSYS P3055dn;VLW7651419;5-VALENCIA-VALENCIA-JP-4600001;;963102376 - RESPONSABLE OFICINA 4600001 - ;;Codigo de red:4600001/Persona de Contacto:RESPONSABLE_OFICINA/Departamento:SERVICIOS MEDICOS-ATS/Localizacion Destino:JEFATURA PROVINCIAL VALENCIA/Direccion:PLAZA AYUNTAMIENTO, 24/Localidad:VALENCIA/Provincia:VALENCIA;0;5;VALENCIA;VALENCIA;0;JP;4600001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303343;10.55.169.6;Kyocera;ECOSYS P3055dn;VLW7548342;2-ZARAGOZA-ZARAGOZA-UR-5008196;;976572911 - RESPONSABLE OFICINA 5008196 - UR9.ZARAGOZA@CORREOS.COM;;CODIGO DE RED:5008196/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:REPARTO/LOCALIZACION DESTINO:ZARAGOZA_UR_09_(SUC_13)/DIRECCION:AV._REAL_ZARAGOZA_S/N/LOCALIDAD:ZARAGOZA/PROVINCIA:ZARAGOZA;0;2;ZARAGOZA;ZARAGOZA;0;UR;5008196;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0302780;10.55.96.9;Kyocera;ECOSYS M3550idn;LSN7636469;4-CIUDAD REAL-CIUDAD REAL-OP-1300010;;926274678 - DIRECTOR OFICINA 1300010 - OP.CIUDADREAL@CORREOS.COM;;CODIGO DE RED:1300010/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:APARTADOS/LOCALIZACION DESTINO:OP._CIUDAD_REAL/DIRECCION:PL._CONSTITUCION,_4/LOCALIDAD:CIUDAD_REAL/PROVINCIA:CIUDAD REAL;0;4;CIUDAD REAL;CIUDAD REAL;0;OP;1300010;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303478;10.55.248.134;Kyocera;ECOSYS P3055dn;VLW7651273;2-VIZCAYA-BILBAO-UR-4808596;;944249175 - RESPONSABLE OFICINA 4808596 - UR1BILBAO.VIZCAYA@CORREOS.COM;;CODIGO DE RED:4808596/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACION DESTINO:BILBAO_UR_01_(SUC_05)/DIRECCION:ALAMEDA DE MAZARREDO, 12/LOCALIDAD:BILBAO/PROVINCIA:VIZCAYA;0;2;VIZCAYA;BILBAO;0;UR;4808596;;;06/04/2020
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0303355;10.56.48.200;Kyocera;ECOSYS P3055dn;VLW7549423;6-SEVILLA-SEVILLA-SUC-4107894;;954615695 - RESPONSABLE OFICINA 4107894 - suc1.sevilla@correos.com;;CODIGO DE RED:4107894/PERSONA DE CONTACTO:RESPONSABLE_OFICINA/DEPARTAMENTO:CARTERIA/LOCALIZACION DESTINO:SUC_1_PUERTO/DIRECCION:AV_RAZA_4/LOCALIDAD:SEVILLA/PROVINCIA:SEVILLA;0;6;SEVILLA;SEVILLA;0;SUC;4107894;;;06/04/2020
